"","Income","Kidhome","Teenhome","Recency","Wines","Fruits","Meat","Fish","Sweets","Gold","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","AcceptedCmp6","Age","NumberofDayEnrolled","NumOfferAccepted2","TotalSpentAmount","FamilySize","IsParent","Education_Master","Education_PhD","Education_Undergraduate","Marital_Status_Married","Marital_Status_Other","Marital_Status_Single","Marital_Status_Together"
"529",47850,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,41,736918,0,134,2,1,0,0,0,1,0,0,0
"530",19514,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,53,728851,1,69,3,1,0,0,0,1,0,0,0
"531",27159,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,48,727696,0,21,3,1,1,0,0,1,0,0,0
"532",39548,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,58,726966,0,54,2,1,0,0,1,0,0,1,0
"533",21474,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,32,735335,1,91,1,1,0,0,0,0,0,1,0
"534",60504,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,50,735760,0,526,1,1,0,1,0,0,0,1,0
"535",22419,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,58,731683,0,162,1,0,0,0,0,1,0,0,0
"536",81698,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,72,735852,0,1008,1,0,1,0,0,1,0,0,0
"537",43462,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,69,733721,0,240,3,1,0,0,0,0,0,0,1
"538",54880,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,43,737923,0,795,1,1,0,1,0,0,0,1,0
"539",79908,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,39,736431,1,1772,1,0,0,0,0,1,0,0,0
"540",15315,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,51,737040,0,64,1,0,0,0,1,1,0,0,0
"541",87771,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,62,730192,4,1957,2,1,0,0,0,0,0,0,1
"542",33039,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,43,734817,0,78,2,1,0,0,0,1,0,0,0
"543",81741,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,41,732352,0,1572,0,0,0,0,0,0,0,1,0
"544",71499,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,50,729065,0,795,2,1,1,0,0,0,0,0,1
"545",62466,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,51,732869,0,889,2,1,0,0,1,1,0,0,0
"546",48799,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,58,736217,0,331,1,1,0,1,0,0,0,0,0
"547",52157,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,71,735640,0,265,2,1,0,1,0,0,0,0,1
"548",66565,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,59,736187,0,1065,1,1,0,0,0,0,0,1,0
"549",29298,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,70,735548,0,11,3,1,1,0,0,0,0,0,1
"550",47691,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,42,736340,0,21,1,1,0,0,0,0,0,1,0
"551",38200,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,51,735457,0,17,3,1,0,0,0,0,0,0,1
"552",44989,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,47,733721,0,369,2,1,0,0,0,1,0,0,0
"553",38443,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,53,728486,0,38,3,1,0,1,0,1,0,0,0
"554",38593,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,43,733356,0,177,1,1,0,0,1,0,0,1,0
"555",64413,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,51,737770,0,279,2,1,0,1,0,0,0,0,1
"556",36959,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,40,737344,0,62,2,1,1,0,0,1,0,0,0
"557",61996,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,44,727025,3,1230,2,1,0,1,0,1,0,0,0
"558",51287,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,53,737892,0,182,3,1,0,0,0,1,0,0,0
"559",13260,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,51,729735,0,49,3,1,0,0,0,1,0,0,0
"560",47472,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,55,732260,0,75,3,1,0,1,0,0,0,0,1
"561",54603,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,65,734879,0,227,3,1,1,0,0,0,0,0,1
"562",45207,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,47,734391,1,215,3,1,0,1,0,1,0,0,0
"563",40689,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,70,731714,0,444,2,1,0,0,0,0,0,0,1
"564",47821,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,54,730769,0,47,3,1,0,0,1,0,0,0,1
"565",27450,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,70,732779,0,143,1,0,1,0,0,1,0,0,0
"566",39453,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,38,737162,0,55,2,1,0,0,0,0,0,0,1
"567",26850,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,50,731683,0,63,3,1,0,0,1,0,0,0,1
"568",79800,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,66,729704,3,1867,0,0,0,0,0,0,1,0,0
"569",61794,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,60,732991,0,611,2,1,1,0,0,1,0,0,0
"570",53863,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,66,732018,1,473,2,1,0,0,0,0,0,0,1
"571",24221,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,62,730830,0,55,1,0,0,0,0,0,0,0,1
"572",39684,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,37,733691,0,81,1,1,0,1,0,0,0,1,0
"573",92163,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,46,733630,2,2086,1,0,1,0,0,1,0,0,0
"574",69882,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,56,734391,0,1478,0,0,1,0,0,0,0,1,0
"575",33178,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,44,727390,0,49,2,1,0,0,0,0,0,0,1
"576",59973,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,49,734087,0,382,1,0,0,1,0,1,0,0,0
"577",17459,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,46,731165,0,69,2,1,1,0,0,0,0,0,1
"578",23910,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,52,728578,0,67,1,1,0,0,0,0,0,0,0
"579",42169,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,52,731135,0,30,3,1,1,0,0,1,0,0,0
"580",26224,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,43,736735,0,63,2,1,0,0,1,1,0,0,0
"581",31089,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,40,731926,0,79,2,1,0,0,0,0,0,0,1
"582",30081,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,60,730646,0,42,1,1,0,0,0,0,0,1,0
"583",62807,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,61,726813,0,819,2,1,0,0,0,0,0,0,1
"584",72906,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,66,731895,0,1151,0,0,0,0,0,0,0,1,0
"585",61467,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,73,734726,0,594,3,1,0,1,0,1,0,0,0
"586",49618,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,55,728851,0,129,3,1,1,0,0,0,0,0,1
"587",21888,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,35,727421,0,213,1,1,1,0,0,0,0,1,0
"588",42429,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,48,734299,0,67,1,1,0,0,0,0,1,0,0
"589",26150,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,65,734271,0,28,3,1,0,0,0,0,0,0,0
"590",30801,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,46,728578,0,45,2,1,0,0,1,1,0,0,0
"591",81168,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,56,735671,1,1193,1,0,0,0,0,1,0,0,0
"592",26877,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,52,731196,0,268,0,0,1,0,0,0,0,1,0
"593",45006,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,77,731592,0,266,0,0,1,0,0,0,1,0,0
"594",18978,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,48,733996,0,37,2,1,0,0,1,1,0,0,0
"595",22574,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,54,727847,0,37,4,1,0,0,0,1,0,0,0
"596",48240,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,52,734756,0,882,0,0,0,1,0,0,0,1,0
"597",45837,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,47,728670,0,373,3,1,0,0,0,1,0,0,0
"598",35791,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,56,736036,0,35,3,1,1,0,0,0,0,1,0
"599",162397,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,45,737101,0,107,3,1,0,1,0,0,0,0,1
"600",54162,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,43,731714,0,42,2,1,0,0,0,0,1,0,0
"601",30522,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,61,731926,0,326,2,1,1,0,0,1,0,0,0
"602",54456,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,60,734149,0,404,2,1,0,1,0,1,0,0,0
"603",31632,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,50,733053,0,95,0,0,0,0,0,0,0,1,0
"604",72298,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,72,734636,2,939,0,0,0,0,0,0,1,0,0
"605",36975,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,43,727786,0,33,1,1,0,0,1,0,0,1,0
"606",72635,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,66,737101,1,981,1,0,0,0,1,1,0,0,0
"607",13624,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,45,731043,0,36,2,1,0,0,0,1,0,0,0
"608",84196,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,46,737101,0,1237,1,1,0,0,0,0,0,1,0
"609",70971,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,61,730434,0,1825,2,1,0,0,0,0,0,0,1
"610",34487,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,44,735913,0,103,2,1,0,1,0,0,0,0,0
"611",28769,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,44,731439,0,191,1,1,0,0,0,0,0,1,0
"612",69084,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,51,731104,0,1586,2,1,0,1,0,1,0,0,0
"613",65488,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,63,733448,0,963,1,0,0,1,0,0,0,0,1
"614",62466,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,51,732869,0,889,2,1,0,0,1,1,0,0,0
"615",32218,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,61,732838,1,93,0,0,0,0,1,0,0,1,0
"616",83917,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,48,731683,0,1587,0,0,0,0,0,0,0,1,0
"617",46102,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,59,734636,0,16,3,1,0,0,0,0,0,0,0
"618",84574,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,69,736735,0,1375,0,0,0,0,0,0,0,1,0
"619",56181,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,59,735426,0,393,2,1,0,0,0,1,0,0,0
"620",63120,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,71,727877,0,1477,1,1,1,0,0,0,0,0,0
"621",73691,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,50,735852,1,1179,2,1,0,0,0,1,0,0,0
"622",63381,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,61,736248,0,1005,2,1,0,0,0,0,0,0,1
"623",76140,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,73,733479,0,1348,1,0,0,1,0,0,0,0,1
"624",62859,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,62,727056,0,1307,1,1,0,1,0,0,0,0,0
"625",45906,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,57,735671,1,486,1,1,0,0,0,0,0,1,0
"626",77632,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,74,734636,2,2252,1,0,1,0,0,0,0,0,1
"627",46463,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,50,731561,0,235,3,1,0,1,0,1,0,0,0
"628",105471,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,51,730677,2,1724,1,0,0,0,0,0,0,0,1
"629",55282,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,51,733265,0,235,1,1,1,0,0,0,0,0,0
"630",78710,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,44,729827,0,1092,2,1,1,0,0,1,0,0,0
"631",66886,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,63,732260,0,599,2,1,0,0,0,0,0,0,1
"632",98777,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,61,732107,1,2008,0,0,1,0,0,0,0,1,0
"633",29103,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,36,728274,0,48,2,1,0,0,0,0,0,0,1
"634",67445,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,47,733752,0,1174,2,1,0,0,0,1,0,0,0
"635",50616,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,71,733509,0,67,2,1,0,1,0,0,0,0,1
"636",49431,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,66,737040,0,365,1,1,0,0,0,0,0,0,0
"637",153924,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,46,735760,0,6,0,0,0,0,0,0,0,0,0
"638",61278,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,68,736887,0,165,2,1,0,0,0,0,0,0,1
"639",26490,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,63,730069,0,210,1,0,0,0,1,0,0,0,1
"640",73059,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,74,726813,0,1095,2,1,0,1,0,0,0,0,1
"641",46734,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,55,730404,1,223,3,1,0,1,0,0,0,1,0
"642",56253,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,58,735457,0,597,2,1,0,0,0,0,0,0,1
"643",19986,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,36,732930,0,22,2,1,0,0,0,1,0,0,0
"644",58330,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,46,728882,0,1064,1,1,0,0,0,0,1,0,0
"645",25965,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,41,735548,0,74,1,0,0,0,1,1,0,0,0
"646",14661,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,65,737982,0,26,1,0,1,0,0,0,0,0,1
"647",18690,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,62,727786,0,60,1,0,0,0,0,1,0,0,0
"648",45068,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,47,732383,0,20,2,1,0,1,0,0,0,0,1
"649",21063,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,34,728973,0,59,1,1,0,0,1,0,0,1,0
"650",29187,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,53,734940,0,34,2,1,0,1,0,1,0,0,0
"651",54690,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,50,735487,0,198,3,1,0,0,1,1,0,0,0
"652",59304,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,57,727574,0,1048,2,1,0,1,0,1,0,0,0
"653",59247,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,59,735121,0,574,2,1,1,0,0,0,0,1,0
"654",66731,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,51,733721,0,1029,1,1,0,0,0,0,1,0,0
"655",77353,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,41,732169,0,670,2,1,0,0,0,1,0,0,0
"656",52614,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,46,737648,0,990,1,1,0,1,0,0,0,1,0
"657",26751,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,47,730192,0,11,3,1,0,0,0,1,0,0,0
"658",81300,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,58,727117,1,1241,2,1,0,1,0,1,0,0,0
"659",70337,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,42,737617,0,576,0,0,0,0,0,0,0,1,0
"660",36145,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,36,732352,1,172,2,1,0,0,1,1,0,0,0
"661",65295,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,41,729613,0,664,0,0,0,1,0,0,0,1,0
"662",68118,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,58,731500,0,928,1,1,0,0,0,0,0,0,0
"663",68743,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,54,727178,0,2074,0,0,0,0,0,0,0,0,0
"664",41039,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,39,729035,0,467,1,0,0,0,1,0,0,0,1
"665",38946,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,66,729308,0,257,2,1,0,0,0,0,0,0,1
"666",65777,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,54,731074,0,1146,1,0,0,0,0,0,0,0,1
"667",66476,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,45,735732,0,689,1,1,0,1,0,0,0,0,0
"668",86857,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,49,733721,0,2114,0,0,0,1,0,0,0,1,0
"669",77845,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,32,732383,2,1346,1,0,0,1,0,0,0,0,1
"670",69476,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,52,727147,0,1044,1,0,0,1,0,0,0,0,1
"671",50611,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,61,736613,1,493,1,1,0,1,0,0,0,0,0
"672",61209,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,51,729004,0,957,0,0,0,0,0,0,0,1,0
"673",42315,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,63,733783,0,270,2,1,1,0,0,0,0,0,1
"674",13084,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,69,737313,0,29,1,0,0,0,1,0,0,0,1
"675",47570,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,72,727635,0,121,2,1,1,0,0,0,1,0,0
"676",61923,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,60,728670,0,126,3,1,1,0,0,1,0,0,0
"677",34824,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,26,728792,0,23,0,0,0,0,0,0,0,1,0
"678",26518,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,72,735335,0,57,2,1,0,1,0,0,0,1,0
"679",45938,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,60,736948,0,636,0,0,0,0,0,0,0,1,0
"680",78468,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,61,734970,1,1004,1,0,0,0,0,0,0,0,1
"681",78901,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,48,731895,0,734,1,1,0,0,0,0,0,0,0
"682",71427,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,43,733905,0,614,3,1,0,0,0,1,0,0,0
"683",71022,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,43,734299,1,1453,1,1,0,0,0,0,0,0,0
"684",90247,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,33,727665,3,1621,0,0,1,0,0,0,0,1,0
"685",41335,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,53,728517,0,187,1,1,1,0,0,0,0,0,0
"686",71952,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,35,734695,2,1443,2,1,0,0,0,1,0,0,0
"687",35682,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,51,728335,0,57,1,1,0,1,0,0,0,0,0
"688",43185,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,70,734605,0,637,1,1,0,0,0,0,0,0,0
"689",66375,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,73,730373,1,948,2,1,0,1,0,0,0,0,1
"690",35178,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,50,734695,1,59,2,1,1,0,0,1,0,0,0
"691",25252,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,35,733783,0,18,2,1,0,0,0,1,0,0,0
"692",55250,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,56,730404,0,903,1,1,1,0,0,0,0,1,0
"693",33249,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,46,731012,0,112,1,1,0,0,0,0,0,1,0
"694",58398,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,68,733114,0,596,1,0,0,0,0,0,0,0,1
"695",50272,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,39,735579,0,233,2,1,0,0,0,0,0,0,1
"696",76618,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,46,735457,0,1511,1,0,0,1,0,1,0,0,0
"697",87305,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,61,729704,1,1152,0,0,0,0,1,0,0,0,0
"698",25851,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,43,734299,0,48,2,1,0,0,0,0,0,0,1
"699",58710,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,51,726966,0,1185,1,1,0,0,0,0,0,0,0
"700",45160,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,63,727696,0,21,2,1,0,0,0,0,0,1,0
"701",74806,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,56,731074,0,965,2,1,1,0,0,1,0,0,0
"702",59111,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,67,737497,0,869,1,0,0,0,0,1,0,0,0
"703",18988,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,37,729827,0,16,2,1,0,1,0,1,0,0,0
"704",72190,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,56,733568,0,1947,1,0,0,0,0,1,0,0,0
"705",7500,1,0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,45,737770,1,71,2,1,0,0,0,1,0,0,0
"706",44794,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,55,735274,0,65,2,1,0,0,0,1,0,0,0
"707",80395,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,66,729643,1,1380,1,0,0,0,0,1,0,0,0
"708",75012,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,45,729216,0,1027,0,0,1,0,0,0,0,0,0
"709",56962,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,56,734057,0,411,4,1,1,0,0,1,0,0,0
"710",89891,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,30,732779,1,836,1,0,0,0,0,0,0,0,1
